,Lat,Lon
322,53.435955,-3.034423
323,54.879712,-1.517057
324,34.628405,-94.290075
325,53.410414,-3.001821
326,53.15433,-9.264521
327,40.812737,0.550088
328,40.835526,14.213948
329,40.835526,14.213948
330,37.376944,-5.986944
331,-20.264478,57.804913
332,43.922889,10.507543
333,36.22028,-116.72662
334,52.738162,1.253986
335,36.21943,-116.72752
336,47.508012,19.042568
337,58.90415,-2.880274
338,37.799509,15.04848
339,36.608727,-117.1153
340,38.642215,34.826445
341,52.738162,1.253986
342,52.738162,1.253986
343,36.916003,-76.041226
344,54.870145,-4.183546
345,47.358055,13.352222
346,39.589005,-74.451537
347,55.16361,-6.810536
348,33.615762,9.987945
349,33.615762,9.987945
350,33.615762,9.987945
351,33.615762,9.987945
352,33.615762,9.987945
353,-37.859972,144.982774
354,-37.859972,144.982774
355,-37.859972,144.982774
356,-37.859972,144.982774
357,-37.859972,144.982774
358,-37.859972,144.982774
359,-37.859972,144.982774
360,-37.859972,144.982774
361,-37.859972,144.982774
362,-37.859972,144.982774
363,-37.859972,144.982774
364,-37.859972,144.982774
365,-37.859972,144.982774
366,-37.859972,144.982774
367,-37.859972,144.982774
368,-37.859972,144.982774
369,-37.859972,144.982774
370,-37.859972,144.982774
371,-37.859972,144.982774
372,-37.859972,144.982774
373,-37.859972,144.982774
374,-37.859972,144.982774
375,-37.859972,144.982774
376,47.358055,13.352222
377,45.962486,9.170064
378,45.977102,9.228944
379,38.286955,34.265391
380,39.263097,-76.578831
381,39.262994,-76.579698
382,39.263216,-76.579298
383,-37.859972,144.982774
384,-37.859972,144.982774
385,-37.859972,144.982774
386,-37.859972,144.982774
387,-37.859972,144.982774
388,-37.859972,144.982774
389,-37.859972,144.982774
390,-37.859972,144.982774
391,-37.859972,144.982774
392,41.763757,2.392015
393,28.358511,-81.56015
394,38.03687,14.01997
395,37.061341,15.293998
396,38.136851,12.78757
397,38.136851,12.78757
398,38.136851,12.78757
399,38.136851,12.78757
400,38.136851,12.78757
401,38.136851,12.78757
402,38.136851,12.78757
403,38.136851,12.78757
404,38.136851,12.78757
405,38.136851,12.78757
406,37.950965,12.827053
407,37.950965,12.827053
408,48.218776,16.39415
409,38.486944,-28.317778
410,-37.859972,144.982774
411,-37.859972,144.982774
412,-37.859972,144.982774
413,45.833344,8.78786
414,29.749941,-95.080748
415,-15.599642,130.387115
416,-14.566803,132.454605
417,-14.566803,132.454605
418,-14.566803,132.454605
419,-14.566803,132.454605
420,-14.566803,132.454605
421,-14.566803,132.454605
422,-14.566803,132.454605
423,-14.566803,132.454605
424,-14.566803,132.454605
425,-14.566803,132.454605
426,-14.566803,132.454605
427,-14.566803,132.454605
428,-14.566803,132.454605
429,-14.566803,132.454605
430,-14.566803,132.454605
431,-14.566803,132.454605
432,-14.566803,132.454605
433,-14.566803,132.454605
434,-14.566803,132.454605
435,-14.566803,132.454605
436,33.545758,9.966301
437,33.545758,9.966301
438,33.545758,9.966301
439,33.545758,9.966301
440,33.545758,9.966301
441,-38.145897,145.117249
442,-38.145897,145.117249
443,-38.145897,145.117249
444,-38.145897,145.117249
445,53.699348,-2.954978
446,53.689591,-2.978153
447,36.103208,-5.824577
448,53.687863,-2.980213
449,-38.145897,145.117249
450,-38.145897,145.117249
451,-38.145897,145.117249
452,-38.145897,145.117249
453,-38.145897,145.117249
454,-38.145897,145.117249
455,-38.145897,145.117249
456,-38.145897,145.117249
457,51.779019,-2.613608
458,51.779019,-2.613608
459,45.071717,-64.482375
460,53.68217,-2.983732
461,53.68156,-2.979955
462,24.752075,9.09898
463,38.695525,-9.441761
464,54.592212,-3.141059
465,51.846397,-10.672451
466,51.882071,-10.361764
467,-32.668858,152.186737
468,60.59744,7.507481
469,60.598683,7.506633
470,52.752723,6.466741
471,60.368646,7.511386
472,51.770415,-10.538377
473,32.192367,-84.131637
474,40.538052,-74.520522
475,40.538052,-74.520522
476,51.696789,-8.500159
477,-36.925657,174.752752
478,60.113113,22.539299
479,37.551512,126.98097
480,45.965708,9.201221
481,38.642215,34.826445
482,51.508241,-0.078095
483,31.017559,-81.42148
484,33.325716,-117.48782
485,55.775631,-4.163067
486,63.88008,-22.448769
487,31.016446,-81.421737
488,53.096208,11.034114
489,37.274632,-85.89092
490,38.694085,-9.418587
491,46.411972,9.964985
492,-36.925657,174.752752
493,-36.925657,174.752752
494,-36.925657,174.752752
495,-36.925657,174.752752
496,-36.925657,174.752752
497,28.350316,-81.548073
498,28.370966,-81.547409
499,37.274632,-85.89092
500,37.274632,-85.89092
501,37.274632,-85.89092
502,-27.36201,153.236618
503,38.34975,-0.478119
504,38.34975,-0.478119
505,38.34975,-0.478119
506,-36.867077,174.828147
507,53.332974,-3.868453
508,53.325541,-3.823757
509,53.324465,-3.821096
510,53.322209,-3.822212
511,53.324465,-3.821096
512,53.324465,-3.821096
513,53.327387,-3.823928
514,42.479679,-87.823509
515,50.172478,8.240827
516,45.966324,9.200631
517,45.966324,9.200631
518,6.32031,-10.812945
519,48.922738,2.337534
520,51.873947,-10.489196
521,40.471507,-74.523241
522,40.471507,-74.523241
523,40.471507,-74.523241
524,40.471507,-74.523241
525,40.471507,-74.523241
526,40.471507,-74.523241
527,38.698238,-9.418244
528,55.951928,-3.194618
529,48.216923,16.394348
530,39.658295,-8.824124
531,40.432983,-4.182797
532,33.994415,7.842714
533,33.994415,7.842714
534,46.125559,-67.842254
535,6.474803,79.981842
536,34.041956,8.278498
537,34.042365,8.27779
538,45.97233,9.194483
539,48.216819,16.398971
540,45.967133,9.200534
541,38.691547,-9.42025
542,-1.473679,-48.49775
543,39.26328,-76.579137
544,39.263463,-76.578903
545,41.552044,-83.847699
546,34.036052,8.280301
547,33.994415,7.843229
548,33.994415,7.843229
549,34.039911,8.278627
550,34.041191,8.27749
551,48.218508,16.394322
552,48.217091,16.396149
553,48.217505,16.395473
554,48.922738,2.33748
555,45.967133,9.200534
556,45.364834,11.130985
557,45.973822,-94.863528
558,45.967133,9.200534
559,39.968996,-83.01145
560,28.359994,-81.592398
561,28.360077,-81.592292
562,28.360211,-81.592614
563,28.358355,-81.591695
564,28.359994,-81.592398
565,28.360077,-81.592292
566,28.360211,-81.592614
567,28.360258,-81.592606
568,28.360277,-81.592464
569,28.360527,-81.59245
570,28.360277,-81.592464
571,28.360527,-81.59245
572,28.362316,-81.592795
573,28.363455,-81.592248
574,28.362316,-81.592795
575,28.363455,-81.592248
576,28.364647,-81.593078
577,28.364852,-81.593803
578,28.364647,-81.593078
579,28.364852,-81.593803
580,28.364444,-81.594787
581,28.364444,-81.594787
582,28.364441,-81.594787
583,28.364441,-81.594787
584,28.364188,-81.594812
585,28.364188,-81.594812
586,28.364144,-81.594795
587,28.364144,-81.594795
588,28.363919,-81.594437
589,28.363916,-81.594437
590,28.363916,-81.594439
591,28.363919,-81.594437
592,28.363916,-81.594439
593,28.36358,-81.594517
594,28.36358,-81.594517
595,28.363572,-81.594514
596,28.363572,-81.594514
597,28.363569,-81.594531
598,28.363569,-81.594531
599,28.363477,-81.594678
600,28.363477,-81.594678
601,28.36235,-81.594259
602,28.36235,-81.594259
603,28.362294,-81.594225
604,28.362294,-81.594225
605,28.361891,-81.594342
606,28.361441,-81.595028
607,28.361891,-81.594342
608,28.361441,-81.595037
609,28.36143,-81.595062
610,28.361441,-81.595028
611,28.361441,-81.595037
612,28.359844,-81.593959
613,28.359844,-81.593959
614,28.359627,-81.589253
615,28.357725,-81.587237
616,-42.580894,-64.276199
617,38.696932,-9.420218
618,44.955611,3.090366
619,38.807526,-77.065916
620,41.794548,140.754683
621,48.202655,15.628705
622,52.970352,0.606651
623,30.392542,-88.884919
624,44.955611,3.090366
625,38.807526,-77.065916
626,41.794548,140.754683
627,48.202655,15.628705
628,52.970352,0.606651
629,30.392542,-88.884919
630,44.955611,3.090366
631,38.807526,-77.065916
632,41.794548,140.754683
633,48.202655,15.628705
634,52.970352,0.606651
635,30.392542,-88.884919
636,46.560911,9.9047
637,52.968621,0.609397
638,44.955611,3.090366
639,38.807526,-77.065916
640,41.794548,140.754683
641,48.202655,15.628705
642,52.970352,0.606651
643,30.392542,-88.884919
644,44.955611,3.090366
645,38.807526,-77.065916
646,41.794548,140.754683
647,48.202655,15.628705
648,52.970352,0.606651
649,30.392542,-88.884919
650,44.955611,3.090366
651,38.807526,-77.065916
652,41.794548,140.754683
653,48.202655,15.628705
654,52.970352,0.606651
655,30.392542,-88.884919
656,44.955611,3.090366
657,41.794548,140.754683
658,48.202655,15.628705
659,30.392542,-88.884919
660,46.560911,9.9047
661,52.968621,0.609397
662,44.955611,3.090366
663,38.807526,-77.065916
664,41.794548,140.754683
665,48.202655,15.628705
666,52.970352,0.606651
667,30.392542,-88.884919
668,44.955611,3.090366
669,38.807526,-77.065916
670,41.794548,140.754683
671,48.202655,15.628705
672,52.970352,0.606651
673,30.392542,-88.884919
674,44.955611,3.090366
675,38.807526,-77.065916
676,41.794548,140.754683
677,48.202655,15.628705
678,52.970352,0.606651
679,30.392542,-88.884919
680,44.955611,3.090366
681,38.807526,-77.065916
682,41.794548,140.754683
683,48.202655,15.628705
684,52.970352,0.606651
685,30.392542,-88.884919
686,44.955611,3.090366
687,38.807526,-77.065916
688,41.794548,140.754683
689,48.202655,15.628705
690,52.970352,0.606651
691,30.392542,-88.884919
692,44.955611,3.090366
693,38.807526,-77.065916
694,41.794548,140.754683
695,48.202655,15.628705
696,52.970352,0.606651
697,30.392542,-88.884919
698,44.955611,3.090366
699,38.807526,-77.065916
700,41.794548,140.754683
701,48.202655,15.628705
702,52.970352,0.606651
703,30.392542,-88.884919
704,44.955611,3.090366
705,38.807526,-77.065916
706,41.794548,140.754683
707,48.202655,15.628705
708,52.970352,0.606651
709,30.392542,-88.884919
710,44.955611,3.090366
711,38.807526,-77.065916
712,41.794548,140.754683
713,48.202655,15.628705
714,52.970352,0.606651
715,30.392542,-88.884919
716,44.955611,3.090366
717,38.807526,-77.065916
718,41.794548,140.754683
719,48.202655,15.628705
720,52.970352,0.606651
721,30.392542,-88.884919
722,44.955611,3.090366
723,38.807526,-77.065916
724,41.794548,140.754683
725,48.202655,15.628705
726,52.970352,0.606651
727,30.392542,-88.884919
728,44.955611,3.090366
729,38.807526,-77.065916
730,41.794548,140.754683
731,48.202655,15.628705
732,52.970352,0.606651
733,30.392542,-88.884919
734,44.955611,3.090366
735,38.807526,-77.065916
736,41.794548,140.754683
737,48.202655,15.628705
738,52.970352,0.606651
739,30.392542,-88.884919
740,44.955611,3.090366
741,38.807526,-77.065916
742,41.794548,140.754683
743,48.202655,15.628705
744,52.970352,0.606651
745,30.392542,-88.884919
746,46.560911,9.9047
747,44.955611,3.090366
748,38.807526,-77.065916
749,41.794548,140.754683
750,48.202655,15.628705
751,52.970352,0.606651
752,30.392542,-88.884919
753,44.955611,3.090366
754,38.807526,-77.065916
755,41.794548,140.754683
756,48.202655,15.628705
757,52.970352,0.606651
758,30.392542,-88.884919
759,44.955611,3.090366
760,38.807526,-77.065916
761,41.794548,140.754683
762,48.202655,15.628705
763,52.970352,0.606651
764,30.392542,-88.884919
765,44.955611,3.090366
766,38.807526,-77.065916
767,41.794548,140.754683
768,48.202655,15.628705
769,52.970352,0.606651
770,30.392542,-88.884919
771,44.955611,3.090366
772,38.807526,-77.065916
773,41.794548,140.754683
774,48.202655,15.628705
775,52.970352,0.606651
776,30.392542,-88.884919
777,44.955611,3.090366
778,38.807526,-77.065916
779,41.794548,140.754683
780,48.202655,15.628705
781,52.970352,0.606651
782,30.392542,-88.884919
783,44.955611,3.090366
784,38.807526,-77.065916
785,41.794548,140.754683
786,48.202655,15.628705
787,52.970352,0.606651
788,30.392542,-88.884919
789,44.955611,3.090366
790,38.807526,-77.065916
791,41.794548,140.754683
792,48.202655,15.628705
793,52.970352,0.606651
794,30.392542,-88.884919
795,44.955611,3.090366
796,38.807526,-77.065916
797,41.794548,140.754683
798,48.202655,15.628705
799,52.970352,0.606651
800,30.392542,-88.884919
801,44.955611,3.090366
802,38.807526,-77.065916
803,41.794548,140.754683
804,48.202655,15.628705
805,52.970352,0.606651
806,30.392542,-88.884919
807,46.560911,9.9047
808,52.968621,0.609397
809,44.955611,3.090366
810,38.807526,-77.065916
811,41.794548,140.754683
812,48.202655,15.628705
813,52.970352,0.606651
814,30.392542,-88.884919
815,44.955611,3.090366
816,38.807526,-77.065916
817,41.794548,140.754683
818,48.202655,15.628705
819,52.970352,0.606651
820,30.392542,-88.884919
821,44.955611,3.090366
822,38.807526,-77.065916
823,41.794548,140.754683
824,48.202655,15.628705
825,52.970352,0.606651
826,30.392542,-88.884919
827,44.955611,3.090366
828,38.807526,-77.065916
829,41.794548,140.754683
830,48.202655,15.628705
831,52.970352,0.606651
832,30.392542,-88.884919
833,44.955611,3.090366
834,38.807526,-77.065916
835,41.794548,140.754683
836,48.202655,15.628705
837,52.970352,0.606651
838,30.392542,-88.884919
839,44.955611,3.090366
840,38.807526,-77.065916
841,41.794548,140.754683
842,48.202655,15.628705
843,52.970352,0.606651
844,30.392542,-88.884919
845,46.560911,9.9047
846,52.968621,0.609397
847,44.955611,3.090366
848,38.807526,-77.065916
849,41.794548,140.754683
850,48.202655,15.628705
851,52.970352,0.606651
852,30.392542,-88.884919
853,44.955611,3.090366
854,38.807526,-77.065916
855,41.794548,140.754683
856,48.202655,15.628705
857,52.970352,0.606651
858,30.392542,-88.884919
859,44.955611,3.090366
860,38.807526,-77.065916
861,41.794548,140.754683
862,48.202655,15.628705
863,52.970352,0.606651
864,30.392542,-88.884919
865,52.968621,0.609397
866,44.955611,3.090366
867,38.807526,-77.065916
868,41.794548,140.754683
869,48.202655,15.628705
870,52.970352,0.606651
871,30.392542,-88.884919
872,44.955611,3.090366
873,38.807526,-77.065916
874,41.794548,140.754683
875,48.202655,15.628705
876,52.970352,0.606651
877,30.392542,-88.884919
878,44.955611,3.090366
879,38.807526,-77.065916
880,41.794548,140.754683
881,48.202655,15.628705
882,52.970352,0.606651
883,30.392542,-88.884919
884,44.955611,3.090366
885,38.807526,-77.065916
886,41.794548,140.754683
887,48.202655,15.628705
888,52.970352,0.606651
889,30.392542,-88.884919
890,44.955611,3.090366
891,38.807526,-77.065916
892,41.794548,140.754683
893,48.202655,15.628705
894,52.970352,0.606651
895,30.392542,-88.884919
896,44.955611,3.090366
897,38.807526,-77.065916
898,41.794548,140.754683
899,48.202655,15.628705
900,52.970352,0.606651
901,30.392542,-88.884919
902,44.955611,3.090366
903,38.807526,-77.065916
904,41.794548,140.754683
905,48.202655,15.628705
906,52.970352,0.606651
907,30.392542,-88.884919
908,44.955611,3.090366
909,38.807526,-77.065916
910,41.794548,140.754683
911,48.202655,15.628705
912,52.970352,0.606651
913,30.392542,-88.884919
914,44.955611,3.090366
915,38.807526,-77.065916
916,41.794548,140.754683
917,48.202655,15.628705
918,52.970352,0.606651
919,30.392542,-88.884919
920,44.955611,3.090366
921,38.807526,-77.065916
922,41.794548,140.754683
923,48.202655,15.628705
924,52.970352,0.606651
925,30.392542,-88.884919
926,44.955611,3.090366
927,38.807526,-77.065916
928,41.794548,140.754683
929,48.202655,15.628705
930,52.970352,0.606651
931,30.392542,-88.884919
932,44.955611,3.090366
933,38.807526,-77.065916
934,41.794548,140.754683
935,48.202655,15.628705
936,52.970352,0.606651
937,30.392542,-88.884919
938,44.955611,3.090366
939,38.807526,-77.065916
940,41.794548,140.754683
941,48.202655,15.628705
942,52.970352,0.606651
943,30.392542,-88.884919
944,44.955611,3.090366
945,38.807526,-77.065916
946,41.794548,140.754683
947,48.202655,15.628705
948,52.970352,0.606651
949,30.392542,-88.884919
950,44.955611,3.090366
951,38.807526,-77.065916
952,41.794548,140.754683
953,48.202655,15.628705
954,52.970352,0.606651
955,30.392542,-88.884919
956,44.955611,3.090366
957,38.807526,-77.065916
958,41.794548,140.754683
959,48.202655,15.628705
960,52.970352,0.606651
961,30.392542,-88.884919
962,44.955611,3.090366
963,38.807526,-77.065916
964,41.794548,140.754683
965,48.202655,15.628705
966,52.970352,0.606651
967,30.392542,-88.884919
968,44.955611,3.090366
969,38.807526,-77.065916
970,41.794548,140.754683
971,48.202655,15.628705
972,52.970352,0.606651
973,30.392542,-88.884919
